SCHOOL_CODE,SCHOOL_NAME_1,SCHOOL_NAME_2,ADDRESS,SCHOOL_ZIP,ZIP_PLUS_4,CITY,STATE_CD,PHONE_NUMBER,SCH_START_GRADE,SCH_TERM_GRADE,HPADDR,SCHOOL_LEVEL_NAME
"1402","PATTERSON HEAD START","PATTERSON HEAD START","7000 BUIST AVE.","19142",,"PHILADELPHIA","PA","2154926115","PK","PK",,"EARLY CHILDHOOD"
"1492","BLANKENBURG HEAD START","BLANKENBURG HEAD START","4600 W. GIRARD AVE.","19131",,"PHILADELPHIA","PA","2155815680","PK","PK",,"EARLY CHILDHOOD"
"7352","LOWELL HEAD START","LOWELL HEAD START","450 W. NEDRO AVE.","19120",,"PHILADELPHIA","PA","2152765718","PK","PK",,"EARLY CHILDHOOD"
"5689","MUNOZ-MARIN HEAD START","MUNOZ-MARIN HEAD START","3300 N. 3RD ST.","19140",,"PHILADELPHIA","PA","2152915017","PK","PK",,"EARLY CHILDHOOD"
"8014","LINCOLN HIGH BRIGHT FUTURES","LINCOLN HIGH BRIGHT FUTURES","3201 RYAN AVE.","19136",,"PHILADELPHIA","PA","2153356898","PK","PK",,"EARLY CHILDHOOD"
"5453","CARROLL HIGH SCHOOL HEAD START","CARROLL HIGH SCHOOL HEAD START","2700 E. AUBURN ST.","19134",,"PHILADELPHIA","PA","2152914707","PK","PK",,"EARLY CHILDHOOD"
"8838","DCS - WESTERN HS","DCS - WESTERN HS","1613 SOUTH ST.","19146",,"PHILADELPHIA","PA","2157351261","PK","PK",,"EARLY CHILDHOOD"
"0022","GREEN BYRNE ECE","GREEN BYRNE ECE","600 ARCH ST.","19106",,"PHILADELPHIA","PA",,"PK","PK",,"EARLY CHILDHOOD"
"0023","KEN-CREST NORTHEAST ECE","KEN-CREST NORTHEAST ECE","7200 RISING SUN AVE.","19111",,"PHILADELPHIA","PA",,"PK","PK",,"EARLY CHILDHOOD"
"0025","KINDER ACADEMY-RHAWNHURST ECE","KINDER ACADEMY-RHAWNHURST ECE","7922 BUSTLETON AVE.","19152",,"PHILADELPHIA","PA",,"PK","PK",,"EARLY CHILDHOOD"
"0026","KINDER ACADEMY - PARKWOOD ECE","KINDER ACADEMY - PARKWOOD ECE","3001 BYBERRY RD.","19154",,"PHILADELPHIA","PA",,"PK","PK",,"EARLY CHILDHOOD"
"0028","KOREAN COMM. - RISING SUN ECE","KOREAN COMM. - RISING SUN ECE","5224 RISING SUN AVE.","19120",,"PHILADELPHIA","PA",,"PK","PK",,"EARLY CHILDHOOD"
"0031","LITTLE FRIENDS ECE","LITTLE FRIENDS ECE","1727 NEDRO AVE.","19141",,"PHILADELPHIA","PA",,"PK","PK",,"EARLY CHILDHOOD"
"0033","MOLLY'S CHILD CARE ECE","MOLLY'S CHILD CARE ECE","1610 MCKEAN ST.","19145",,"PHILADELPHIA","PA",,"PK","PK",,"EARLY CHILDHOOD"
"8839","CHILDREN'S VILLAGE HEAD START","CHILDREN'S VILLAGE HEAD START","125 N. 8TH ST.","19106",,"PHILADELPHIA","PA","2159310190","PK","PK",,"EARLY CHILDHOOD"
"8586","RHAWNHURST BRIGHT FUTURES","RHAWNHURST BRIGHT FUTURES","7809 CASTOR AVE.","19152",,"PHILADELPHIA","PA","2157285002","PK","PK",,"EARLY CHILDHOOD"
"0034","MONTGOMERY - FAMILY 1ST ECE","MONTGOMERY - FAMILY 1ST ECE","3939 WARREN ST.","19104",,"PHILADELPHIA","PA",,"PK","PK",,"EARLY CHILDHOOD"
"0039","ST. STEPHENS ECE","ST. STEPHENS ECE","4201 PRINCETON AVE.","19135",,"PHILADELPHIA","PA",,"PK","PK",,"EARLY CHILDHOOD"
"0040","T.Y.L. II ECE","T.Y.L. II ECE","5124 WALNUT ST.","19139",,"PHILADELPHIA","PA",,"PK","PK",,"EARLY CHILDHOOD"
"0041","PARENT-INFANT CENTER ECE","PARENT-INFANT CENTER ECE","4205 SPRUCE ST.","19104",,"PHILADELPHIA","PA",,"PK","PK",,"EARLY CHILDHOOD"
"0042","TOTAL CHILDCARE/PRODIGY ECE","TOTAL CHILDCARE/PRODIGY ECE","3345 W. HUNTING PARK AVE.","19132",,"PHILADELPHIA","PA",,"PK","PK",,"EARLY CHILDHOOD"
"0043","UNIVERSAL INSTITUTE ECE","UNIVERSAL INSTITUTE ECE","801 S. 15TH ST.","19146",,"PHILADELPHIA","PA",,"PK","PK",,"EARLY CHILDHOOD"
"0044","LEADERSHIP LEARNING ECE","LEADERSHIP LEARNING ECE","910 N. 6TH ST.","19123",,"PHILADELPHIA","PA",,"PK","PK",,"EARLY CHILDHOOD"
"0045","WE CARE LEARNING CENTER ECE","WE CARE LEARNING CENTER ECE","1827 E. SOMERSET ST.","19134",,"PHILADELPHIA","PA",,"PK","PK",,"EARLY CHILDHOOD"
"0047","YMCA OF PHILA - NORTHEAST ECE","YMCA OF PHILA - NORTHEAST ECE","11088 KNIGHTS RD.","19154",,"PHILADELPHIA","PA",,"PK","PK",,"EARLY CHILDHOOD"
"0048","YMCA OF PHILA - ROXBOROUGH ECE","YMCA OF PHILA - ROXBOROUGH ECE","7219 RIDGE AVE.","19128",,"PHILADELPHIA","PA",,"PK","PK",,"EARLY CHILDHOOD"
"0053","ASPIRA ECE","ASPIRA ECE","6301 N. 2ND ST.","19120",,"PHILADELPHIA","PA",,"PK","PK",,"EARLY CHILDHOOD"
"0054","CHILDREN'S VILLAGE ECE","CHILDREN'S VILLAGE ECE","125 N. 8TH ST.","19106",,"PHILADELPHIA","PA",,"PK","PK",,"EARLY CHILDHOOD"
"0057","DCS - WESTERN ECE","DCS - WESTERN ECE","1613-21 SOUTH ST.","19146",,"PHILADELPHIA","PA",,"PK","PK",,"EARLY CHILDHOOD"
"0058","FEL - LASSIN ECE","FEL - LASSIN ECE","10800 JAMISON AVE.","19116",,"PHILADELPHIA","PA",,"PK","PK",,"EARLY CHILDHOOD"
"0059","FEL - PALEY ECE","FEL - PALEY ECE","2199 STRAHLE ST.","19152",,"PHILADELPHIA","PA",,"PK","PK",,"EARLY CHILDHOOD"
"8840","DCS - DIXON HS","DCS - DIXON HS","2201 MOORE ST.","19145",,"PHILADELPHIA","PA","2153342662","PK","PK",,"EARLY CHILDHOOD"
"0060","JUST CHILDREN - GRANT ECE","JUST CHILDREN - GRANT ECE","2901 GRANT AVE.","19114",,"PHILADELPHIA","PA",,"PK","PK",,"EARLY CHILDHOOD"
"0061","KEN-CREST - KENSINGTON ECE","KEN-CREST - KENSINGTON ECE","901 E. ONTARIO ST.","19134",,"PHILADELPHIA","PA",,"PK","PK",,"EARLY CHILDHOOD"
"0062","KEN-CREST - LEHIGH ECE","KEN-CREST - LEHIGH ECE","2600 B ST.","19125",,"PHILADELPHIA","PA",,"PK","PK",,"EARLY CHILDHOOD"
"0063","KEN-CREST - NORTH ECE","KEN-CREST - NORTH ECE","3907 N. BROAD ST.","19140",,"PHILADELPHIA","PA",,"PK","PK",,"EARLY CHILDHOOD"
"0064","KEN-CREST - SOUTH ECE","KEN-CREST - SOUTH ECE","504 MORRIS ST.","19148",,"PHILADELPHIA","PA",,"PK","PK",,"EARLY CHILDHOOD"
"0065","KEN-CREST - WEST ECE","KEN-CREST - WEST ECE","5900 ELMWOOD AVE.","19143",,"PHILADELPHIA","PA",,"PK","PK",,"EARLY CHILDHOOD"
"0066","KINDER ACADEMY - MAYFAIR ECE","KINDER ACADEMY - MAYFAIR ECE","6300 HARBISON AVE.","19149",,"PHILADELPHIA","PA",,"PK","PK",,"EARLY CHILDHOOD"
"0069","PORTERS DAY CARE ECE","PORTERS DAY CARE ECE","1434 BELFIELD AVE.","19140",,"PHILADELPHIA","PA",,"PK","PK",,"EARLY CHILDHOOD"
"0072","SPIN - DRUMMOND ECE","SPIN - DRUMMOND ECE","10521 DRUMMOND RD.","19154",,"PHILADELPHIA","PA",,"PK","PK",,"EARLY CHILDHOOD"
"0073","CARING CENTER ECE","CARING CENTER ECE","3101 SPRING GARDEN ST.","19104",,"PHILADELPHIA","PA",,"PK","PK",,"EARLY CHILDHOOD"
"0074","TUNY HAVEN ECE","TUNY HAVEN ECE","111 S. INDEPENDENCE MALL EAST","19106",,"PHILADELPHIA","PA",,"PK","PK",,"EARLY CHILDHOOD"
"0075","UNITED CEREBRAL PALSY ECE","UNITED CEREBRAL PALSY ECE","102 E. MERMAID LN.","19118",,"PHILADELPHIA","PA",,"PK","PK",,"EARLY CHILDHOOD"
"0076","WOODLAND ACADEMY ECE","WOODLAND ACADEMY ECE","5401 GRAYS FERRY AVE.","19143",,"PHILADELPHIA","PA",,"PK","PK",,"EARLY CHILDHOOD"
"0077","YOUNG WORLD EARLY LEARNING ECE","YOUNG WORLD EARLY LEARNING ECE","1737 FAIRMOUNT AVE.","19130",,"PHILADELPHIA","PA",,"PK","PK",,"EARLY CHILDHOOD"
"6438","WISTER BRIGHT FUTURES","WISTER BRIGHT FUTURES","67 E. BRINGHURST ST.","19144",,"PHILADELPHIA","PA","2159514003","PK","PK",,"EARLY CHILDHOOD"
"1353","LONGSTRETH HEAD START","LONGSTRETH HEAD START","5700 WILLOWS AVE.","19143",,"PHILADELPHIA","PA",,"PK","PK",,"EARLY CHILDHOOD"
"7313","FELTONVILLE HEAD START","FELTONVILLE HEAD START","4901 RISING SUN AVE.","19120",,"PHILADELPHIA","PA",,"PK","PK",,"EARLY CHILDHOOD"
"2261","CHILDS HEAD START","CHILDS HEAD START","1599 WHARTON ST.","19146",,"PHILADELPHIA","PA",,"PK","PK",,"EARLY CHILDHOOD"
"2581","KIRKBRIDE HEAD START","KIRKBRIDE HEAD START","1501 S. 7TH ST.","19147",,"PHILADELPHIA","PA",,"PK","PK",,"EARLY CHILDHOOD"
"1650","ASPIRA HEAD START","ASPIRA HEAD START","6301 N. 2ND ST.","19120",,"PHILADELPHIA","PA",,"PK","PK",,"EARLY CHILDHOOD"
"4263","CLEVELAND BRIGHT FUTURES","CLEVELAND BRIGHT FUTURES","3701 N. 19TH ST.","19140",,"PHILADELPHIA","PA",,"PK","PK",,"EARLY CHILDHOOD"
"1631","FEL - LASSIN HEAD START","FEL - LASSIN HEAD START","10800 JAMISON AVE.","19116",,"PHILADELPHIA","PA","2156777191","PK","PK",,"EARLY CHILDHOOD"
"0080","YMCA OF PHILA - NE ECE HALF","YMCA OF PHILA - NE ECE HALF","4150 WOODHAVEN RD.","19154",,"PHILADELPHIA","PA",,"PK","PK",,"EARLY CHILDHOOD"
"1201","JOHN BARRY HEAD START","BARRY, JOHN HEAD START","5900 RACE ST.","19139",,"PHILADELPHIA","PA",,"PK","PK",,"EARLY CHILDHOOD"
